Run,Pe,FER
241,0.3,0.8828125
242,0.2,0.0
242,0.225,0.0
242,0.25,0.0283203125
242,0.275,0.6884765625
242,0.3,0.865234375
243,0.2,0.0
243,0.225,0.0048828125
243,0.25,0.001953125
243,0.275,0.72265625
243,0.3,0.8818359375
244,0.2,0.0
244,0.225,0.0
244,0.25,0.00390625
244,0.275,0.6494140625
244,0.3,0.865234375
245,0.2,0.0
245,0.225,0.0
245,0.25,0.01953125
245,0.275,0.705078125
245,0.3,0.884765625
246,0.2,0.0
246,0.225,0.0
246,0.25,0.0166015625
246,0.275,0.732421875
246,0.3,0.8759765625
247,0.2,0.0
247,0.225,0.0
247,0.25,0.0185546875
247,0.275,0.666015625
247,0.3,0.869140625
248,0.2,0.0
248,0.225,0.0
248,0.25,0.0029296875
248,0.275,0.7060546875
248,0.3,0.8779296875
249,0.2,0.001953125
249,0.225,0.00390625
249,0.25,0.013671875
249,0.275,0.7109375
249,0.3,0.8701171875
250,0.2,0.0
250,0.225,0.0
250,0.25,0.025390625
250,0.275,0.677734375
250,0.3,0.884765625
251,0.2,0.0
251,0.225,0.0068359375
251,0.25,0.0283203125
251,0.275,0.720703125
251,0.3,0.8662109375
252,0.2,0.0009765625
252,0.225,0.0
252,0.25,0.0205078125
252,0.275,0.6787109375
252,0.3,0.8701171875
253,0.2,0.0
253,0.225,0.0
253,0.25,0.0
253,0.275,0.6767578125
253,0.3,0.875
254,0.2,0.0
254,0.225,0.0
254,0.25,0.0
254,0.275,0.7109375
254,0.3,0.859375
255,0.2,0.0
255,0.225,0.00390625
255,0.25,0.009765625
255,0.275,0.673828125
255,0.3,0.8623046875
256,0.2,0.0
256,0.225,0.0009765625
256,0.25,0.0
256,0.275,0.748046875
256,0.3,0.865234375
257,0.2,0.0
257,0.225,0.0
257,0.25,0.021484375
257,0.275,0.693359375
257,0.3,0.8603515625
258,0.2,0.0
258,0.225,0.0
258,0.25,0.01953125
258,0.275,0.6533203125
258,0.3,0.884765625
259,0.2,0.0
259,0.225,0.0
259,0.25,0.0185546875
259,0.275,0.677734375
259,0.3,0.8681640625
260,0.2,0.0
260,0.225,0.0
260,0.25,0.0380859375
260,0.275,0.744140625
260,0.3,0.880859375
261,0.2,0.001953125
261,0.225,0.0
261,0.25,0.017578125
261,0.275,0.6923828125
261,0.3,0.8779296875
262,0.2,0.001953125
262,0.225,0.0
262,0.25,0.015625
262,0.275,0.6904296875
262,0.3,0.8818359375
263,0.2,0.0
263,0.225,0.0087890625
263,0.25,0.0048828125
263,0.275,0.716796875
263,0.3,0.8740234375
264,0.2,0.0
264,0.225,0.0029296875
264,0.25,0.01171875
264,0.275,0.734375
264,0.3,0.8642578125
265,0.2,0.0
265,0.225,0.0009765625
265,0.25,0.0
265,0.275,0.7109375
265,0.3,0.8720703125
266,0.2,0.0
266,0.225,0.0
266,0.25,0.0048828125
266,0.275,0.7158203125
266,0.3,0.8837890625
267,0.2,0.001953125
267,0.225,0.0
267,0.25,0.0244140625
267,0.275,0.716796875
267,0.3,0.876953125
268,0.2,0.0
268,0.225,0.0
268,0.25,0.0126953125
268,0.275,0.673828125
268,0.3,0.884765625
269,0.2,0.0
269,0.225,0.0
269,0.25,0.0166015625
269,0.275,0.638671875
269,0.3,0.845703125
270,0.2,0.0
270,0.225,0.001953125
270,0.25,0.005859375
270,0.275,0.7529296875
270,0.3,0.8828125
271,0.2,0.0
271,0.225,0.00390625
271,0.25,0.0
271,0.275,0.689453125
271,0.3,0.8701171875
272,0.2,0.001953125
272,0.225,0.0029296875
272,0.25,0.0283203125
272,0.275,0.689453125
272,0.3,0.853515625
273,0.2,0.0009765625
273,0.225,0.005859375
273,0.25,0.0078125
273,0.275,0.703125
273,0.3,0.865234375
274,0.2,0.0029296875
274,0.225,0.0
274,0.25,0.0263671875
274,0.275,0.7470703125
274,0.3,0.8671875
275,0.2,0.0
275,0.225,0.0
275,0.25,0.029296875
275,0.275,0.7041015625
275,0.3,0.8701171875
276,0.2,0.0
276,0.225,0.0
276,0.25,0.013671875
276,0.275,0.7099609375
276,0.3,0.876953125
277,0.2,0.0
277,0.225,0.0
277,0.25,0.0224609375
277,0.275,0.6484375
277,0.3,0.8330078125
278,0.2,0.0
278,0.225,0.0029296875
278,0.25,0.0224609375
278,0.275,0.705078125
278,0.3,0.8662109375
279,0.2,0.0
279,0.225,0.00390625
279,0.25,0.01953125
279,0.275,0.662109375
279,0.3,0.8828125
280,0.2,0.0
280,0.225,0.0029296875
280,0.25,0.0068359375
280,0.275,0.6943359375
280,0.3,0.8623046875
281,0.2,0.0
281,0.225,0.001953125
281,0.25,0.0263671875
281,0.275,0.7275390625
281,0.3,0.83203125
282,0.2,0.0
282,0.225,0.005859375
282,0.25,0.013671875
282,0.275,0.671875
282,0.3,0.859375
283,0.2,0.0
283,0.225,0.0
283,0.25,0.0107421875
283,0.275,0.6708984375
283,0.3,0.8505859375
284,0.2,0.0
284,0.225,0.0
284,0.25,0.0185546875
284,0.275,0.68359375
284,0.3,0.8671875
285,0.2,0.0
285,0.225,0.0068359375
285,0.25,0.01953125
285,0.275,0.732421875
285,0.3,0.869140625
286,0.2,0.0
286,0.225,0.0
286,0.25,0.0146484375
286,0.275,0.6748046875
286,0.3,0.865234375
287,0.2,0.0
287,0.225,0.0009765625
287,0.25,0.0
287,0.275,0.728515625
287,0.3,0.87890625
288,0.2,0.0
288,0.225,0.0048828125
288,0.25,0.0185546875
288,0.275,0.7587890625
288,0.3,0.853515625
289,0.2,0.0
289,0.225,0.00390625
289,0.25,0.0078125
289,0.275,0.7177734375
289,0.3,0.865234375
290,0.2,0.0
290,0.225,0.0
290,0.25,0.001953125
290,0.275,0.693359375
290,0.3,0.8701171875
291,0.2,0.0
291,0.225,0.001953125
291,0.25,0.0009765625
291,0.275,0.6630859375
291,0.3,0.8759765625
292,0.2,0.0
292,0.225,0.0009765625
292,0.25,0.015625
292,0.275,0.6015625
292,0.3,0.8720703125
293,0.2,0.0
293,0.225,0.0
293,0.25,0.015625
293,0.275,0.626953125
293,0.3,0.8662109375
294,0.2,0.0
294,0.225,0.0
294,0.25,0.025390625
294,0.275,0.708984375
294,0.3,0.876953125
295,0.2,0.0
295,0.225,0.0009765625
295,0.25,0.0263671875
295,0.275,0.6953125
295,0.3,0.8720703125
296,0.2,0.0
296,0.225,0.0009765625
296,0.25,0.0087890625
296,0.275,0.7353515625
296,0.3,0.8662109375
297,0.2,0.0
297,0.225,0.0
297,0.25,0.0078125
297,0.275,0.6845703125
297,0.3,0.87890625
298,0.2,0.0
298,0.225,0.001953125
298,0.25,0.0
298,0.275,0.70703125
298,0.3,0.8701171875
299,0.2,0.0
299,0.225,0.0
299,0.25,0.0048828125
299,0.275,0.69921875
299,0.3,0.8505859375
300,0.2,0.0
300,0.225,0.00390625
300,0.25,0.033203125
300,0.275,0.697265625
300,0.3,0.873046875
301,0.2,0.0
301,0.225,0.0
301,0.25,0.005859375
301,0.275,0.7255859375
301,0.3,0.8583984375
302,0.2,0.0
302,0.225,0.001953125
302,0.25,0.013671875
302,0.275,0.6953125
302,0.3,0.8779296875
303,0.2,0.0
303,0.225,0.0
303,0.25,0.0126953125
303,0.275,0.7236328125
303,0.3,0.8701171875
304,0.2,0.0
304,0.225,0.001953125
304,0.25,0.0107421875
304,0.275,0.732421875
304,0.3,0.8720703125
305,0.2,0.0
305,0.225,0.005859375
305,0.25,0.0
305,0.275,0.6083984375
305,0.3,0.8828125
306,0.2,0.0
306,0.225,0.0
306,0.25,0.0263671875
306,0.275,0.70703125
306,0.3,0.8798828125
307,0.2,0.0
307,0.225,0.0029296875
307,0.25,0.0087890625
307,0.275,0.677734375
307,0.3,0.8759765625
308,0.2,0.0
308,0.225,0.0
308,0.25,0.0068359375
308,0.275,0.685546875
308,0.3,0.87109375
309,0.2,0.0
309,0.225,0.0
309,0.25,0.0224609375
309,0.275,0.6884765625
309,0.3,0.8828125
310,0.2,0.0
310,0.225,0.0009765625
310,0.25,0.0078125
310,0.275,0.662109375
310,0.3,0.8720703125
311,0.2,0.0
311,0.225,0.001953125
311,0.25,0.0087890625
311,0.275,0.6689453125
311,0.3,0.8720703125
312,0.2,0.0
312,0.225,0.0029296875
312,0.25,0.052734375
312,0.275,0.6669921875
312,0.3,0.87109375
313,0.2,0.0009765625
313,0.225,0.0
313,0.25,0.0126953125
313,0.275,0.68359375
313,0.3,0.8642578125
314,0.2,0.0
314,0.225,0.0
314,0.25,0.0341796875
314,0.275,0.720703125
314,0.3,0.873046875
315,0.2,0.001953125
315,0.225,0.0009765625
315,0.25,0.01171875
315,0.275,0.69140625
315,0.3,0.8857421875
316,0.2,0.0
316,0.225,0.0
316,0.25,0.009765625
316,0.275,0.681640625
316,0.3,0.861328125
317,0.2,0.0
317,0.225,0.0
317,0.25,0.01953125
317,0.275,0.6767578125
317,0.3,0.8583984375
318,0.2,0.0
318,0.225,0.0
318,0.25,0.0302734375
318,0.275,0.703125
318,0.3,0.8759765625
319,0.2,0.0
319,0.225,0.0048828125
319,0.25,0.044921875
319,0.275,0.662109375
319,0.3,0.896484375
320,0.2,0.0
320,0.225,0.0
320,0.25,0.0
320,0.275,0.701171875
320,0.3,0.880859375
321,0.2,0.0029296875
321,0.225,0.0
321,0.25,0.03125
321,0.275,0.705078125
321,0.3,0.8583984375
322,0.2,0.0
322,0.225,0.00390625
322,0.25,0.009765625
322,0.275,0.7080078125
322,0.3,0.86328125
323,0.2,0.0
323,0.225,0.0
323,0.25,0.0078125
323,0.275,0.7021484375
323,0.3,0.8642578125
324,0.2,0.0
324,0.225,0.0
324,0.25,0.013671875
324,0.275,0.6455078125
324,0.3,0.85546875
325,0.2,0.0
325,0.225,0.0
325,0.25,0.0107421875
325,0.275,0.6669921875
325,0.3,0.87109375
326,0.2,0.0
326,0.225,0.0009765625
326,0.25,0.0078125
326,0.275,0.71484375
326,0.3,0.8740234375
327,0.2,0.0
327,0.225,0.0009765625
327,0.25,0.00390625
327,0.275,0.69140625
327,0.3,0.8828125
328,0.2,0.0
328,0.225,0.0048828125
328,0.25,0.017578125
328,0.275,0.6865234375
328,0.3,0.875
329,0.2,0.0
329,0.225,0.0
329,0.25,0.0234375
329,0.275,0.6865234375
329,0.3,0.8701171875
330,0.2,0.0009765625
330,0.225,0.0
330,0.25,0.0361328125
330,0.275,0.720703125
330,0.3,0.861328125
331,0.2,0.0
331,0.225,0.0009765625
331,0.25,0.0224609375
331,0.275,0.6806640625
331,0.3,0.8828125
332,0.2,0.0
332,0.225,0.0029296875
332,0.25,0.0341796875
332,0.275,0.6787109375
332,0.3,0.859375
333,0.2,0.0
333,0.225,0.0
333,0.25,0.0478515625
333,0.275,0.7119140625
333,0.3,0.853515625
334,0.2,0.0
334,0.225,0.0029296875
334,0.25,0.017578125
334,0.275,0.67578125
334,0.3,0.857421875
335,0.2,0.0
335,0.225,0.0
335,0.25,0.0078125
335,0.275,0.6787109375
335,0.3,0.87109375
336,0.2,0.0
336,0.225,0.0029296875
336,0.25,0.005859375
336,0.275,0.7373046875
336,0.3,0.8876953125
337,0.2,0.0
337,0.225,0.0
337,0.25,0.0185546875
337,0.275,0.7314453125
337,0.3,0.8759765625
338,0.2,0.0
338,0.225,0.005859375
338,0.25,0.0205078125
338,0.275,0.5810546875
338,0.3,0.861328125
339,0.2,0.0
339,0.225,0.00390625
339,0.25,0.0087890625
339,0.275,0.6845703125
339,0.3,0.876953125
340,0.2,0.0
340,0.225,0.0
340,0.25,0.0
340,0.275,0.73046875
340,0.3,0.884765625
341,0.2,0.0
341,0.225,0.0
341,0.25,0.0048828125
341,0.275,0.701171875
341,0.3,0.8759765625
342,0.2,0.0
342,0.225,0.0
342,0.25,0.017578125
342,0.275,0.7265625
342,0.3,0.8759765625
343,0.2,0.0
343,0.225,0.0
343,0.25,0.0126953125
343,0.275,0.6796875
343,0.3,0.86328125
344,0.2,0.0
344,0.225,0.0078125
344,0.25,0.009765625
344,0.275,0.6796875
344,0.3,0.8671875
345,0.2,0.0
345,0.225,0.0
345,0.25,0.017578125
345,0.275,0.7451171875
345,0.3,0.88671875
346,0.2,0.0
346,0.225,0.0
346,0.25,0.0068359375
346,0.275,0.6962890625
346,0.3,0.876953125
347,0.2,0.0
347,0.225,0.00390625
347,0.25,0.017578125
347,0.275,0.6337890625
347,0.3,0.8740234375
348,0.2,0.0
348,0.225,0.0
348,0.25,0.0283203125
348,0.275,0.71875
348,0.3,0.87109375
349,0.2,0.0
349,0.225,0.0078125
349,0.25,0.0
349,0.275,0.6982421875
349,0.3,0.8720703125
350,0.2,0.0
350,0.225,0.0
350,0.25,0.0
350,0.275,0.703125
350,0.3,0.86328125
351,0.2,0.0
351,0.225,0.0
351,0.25,0.0126953125
351,0.275,0.693359375
351,0.3,0.8583984375
352,0.2,0.001953125
352,0.225,0.0
352,0.25,0.01953125
352,0.275,0.73828125
352,0.3,0.8974609375
353,0.2,0.0
353,0.225,0.0
353,0.25,0.0224609375
353,0.275,0.6923828125
353,0.3,0.859375
354,0.2,0.0
354,0.225,0.0
354,0.25,0.0244140625
354,0.275,0.6591796875
354,0.3,0.8818359375
355,0.2,0.0
355,0.225,0.0
355,0.25,0.03125
355,0.275,0.6552734375
355,0.3,0.8662109375
356,0.2,0.0
356,0.225,0.0
356,0.25,0.00390625
356,0.275,0.70703125
356,0.3,0.873046875
357,0.2,0.0009765625
357,0.225,0.0
357,0.25,0.0
357,0.275,0.7275390625
357,0.3,0.8544921875
358,0.2,0.0
358,0.225,0.01171875
358,0.25,0.005859375
358,0.275,0.71484375
358,0.3,0.8818359375
359,0.2,0.0
359,0.225,0.0
359,0.25,0.0
359,0.275,0.736328125
359,0.3,0.8505859375
360,0.2,0.0
360,0.225,0.0
360,0.25,0.0087890625
360,0.275,0.7080078125
360,0.3,0.845703125
361,0.2,0.0
361,0.225,0.0
361,0.25,0.029296875
361,0.275,0.677734375
361,0.3,0.880859375
362,0.2,0.00390625
362,0.225,0.00390625
362,0.25,0.0166015625
362,0.275,0.7001953125
362,0.3,0.857421875
363,0.2,0.0
363,0.225,0.0
363,0.25,0.01171875
363,0.275,0.62109375
363,0.3,0.869140625
364,0.2,0.0
364,0.225,0.0
364,0.25,0.0146484375
364,0.275,0.7412109375
364,0.3,0.8408203125
365,0.2,0.0
365,0.225,0.0029296875
365,0.25,0.0166015625
365,0.275,0.7080078125
365,0.3,0.85546875
366,0.2,0.0
366,0.225,0.0029296875
366,0.25,0.017578125
366,0.275,0.6708984375
366,0.3,0.880859375
367,0.2,0.0
367,0.225,0.0009765625
367,0.25,0.0185546875
367,0.275,0.7080078125
367,0.3,0.8701171875
368,0.2,0.0
368,0.225,0.0
368,0.25,0.0341796875
368,0.275,0.6552734375
368,0.3,0.84765625
369,0.2,0.0
369,0.225,0.00390625
369,0.25,0.0029296875
369,0.275,0.6982421875
369,0.3,0.86328125
370,0.2,0.0
370,0.225,0.001953125
370,0.25,0.0048828125
370,0.275,0.626953125
370,0.3,0.87890625
371,0.2,0.0
371,0.225,0.0009765625
371,0.25,0.0166015625
371,0.275,0.666015625
371,0.3,0.876953125
372,0.2,0.0
372,0.225,0.0
372,0.25,0.017578125
372,0.275,0.70703125
372,0.3,0.8603515625
373,0.2,0.0
373,0.225,0.0029296875
373,0.25,0.01953125
373,0.275,0.689453125
373,0.3,0.876953125
374,0.2,0.0
374,0.225,0.0
374,0.25,0.0478515625
374,0.275,0.6484375
374,0.3,0.8623046875
375,0.2,0.0
375,0.225,0.001953125
375,0.25,0.017578125
375,0.275,0.7109375
375,0.3,0.8662109375
376,0.2,0.0
376,0.225,0.0
376,0.25,0.0185546875
376,0.275,0.712890625
376,0.3,0.8759765625
377,0.2,0.0009765625
377,0.225,0.0
377,0.25,0.0458984375
377,0.275,0.6962890625
377,0.3,0.890625
378,0.2,0.0
378,0.225,0.0
378,0.25,0.02734375
378,0.275,0.6787109375
378,0.3,0.8603515625
379,0.2,0.001953125
379,0.225,0.0029296875
379,0.25,0.06640625
379,0.275,0.7080078125
379,0.3,0.87890625
380,0.2,0.0
380,0.225,0.0
380,0.25,0.017578125
380,0.275,0.6796875
380,0.3,0.88671875
381,0.2,0.0
381,0.225,0.001953125
381,0.25,0.0263671875
381,0.275,0.677734375
381,0.3,0.876953125
382,0.2,0.0
382,0.225,0.0
382,0.25,0.0
382,0.275,0.6982421875
382,0.3,0.8671875
383,0.2,0.0
383,0.225,0.0
383,0.25,0.013671875
383,0.275,0.7041015625
383,0.3,0.8916015625
384,0.2,0.001953125
384,0.225,0.0
384,0.25,0.0458984375
384,0.275,0.7041015625
384,0.3,0.859375
385,0.2,0.0029296875
385,0.225,0.00390625
385,0.25,0.015625
385,0.275,0.6982421875
385,0.3,0.8828125
386,0.2,0.0
386,0.225,0.0029296875
386,0.25,0.0234375
386,0.275,0.703125
386,0.3,0.8857421875
387,0.2,0.0
387,0.225,0.0
387,0.25,0.013671875
387,0.275,0.7265625
387,0.3,0.8779296875
388,0.2,0.001953125
388,0.225,0.0029296875
388,0.25,0.021484375
388,0.275,0.73046875
388,0.3,0.861328125
389,0.2,0.0
389,0.225,0.0
389,0.25,0.0205078125
389,0.275,0.681640625
389,0.3,0.87109375
390,0.2,0.0
390,0.225,0.001953125
390,0.25,0.0390625
390,0.275,0.7041015625
390,0.3,0.86328125
391,0.2,0.0
391,0.225,0.0
391,0.25,0.017578125
391,0.275,0.69921875
391,0.3,0.861328125
392,0.2,0.0
392,0.225,0.0029296875
392,0.25,0.0205078125
392,0.275,0.6201171875
392,0.3,0.8701171875
393,0.2,0.0
393,0.225,0.0
393,0.25,0.0146484375
393,0.275,0.681640625
393,0.3,0.869140625
394,0.2,0.0
394,0.225,0.0
394,0.25,0.0390625
394,0.275,0.7216796875
394,0.3,0.873046875
395,0.2,0.0
395,0.225,0.0
395,0.25,0.021484375
395,0.275,0.7060546875
395,0.3,0.869140625
396,0.2,0.0
396,0.225,0.0
396,0.25,0.02734375
396,0.275,0.7236328125
396,0.3,0.8701171875
397,0.2,0.0029296875
397,0.225,0.0
397,0.25,0.0244140625
397,0.275,0.705078125
397,0.3,0.876953125
398,0.2,0.0
398,0.225,0.0
398,0.25,0.0
398,0.275,0.701171875
398,0.3,0.880859375
399,0.2,0.0
399,0.225,0.0
399,0.25,0.0146484375
399,0.275,0.7275390625
399,0.3,0.890625
400,0.2,0.0
400,0.225,0.0
400,0.25,0.01953125
400,0.275,0.71875
400,0.3,0.869140625
401,0.2,0.0
401,0.225,0.0
401,0.25,0.0380859375
401,0.275,0.712890625
401,0.3,0.8759765625
402,0.2,0.0
402,0.225,0.0048828125
402,0.25,0.00390625
402,0.275,0.6728515625
402,0.3,0.8916015625
403,0.2,0.0
403,0.225,0.0
403,0.25,0.0224609375
403,0.275,0.671875
403,0.3,0.861328125
404,0.2,0.0
404,0.225,0.0
404,0.25,0.0
404,0.275,0.6767578125
404,0.3,0.861328125
405,0.2,0.0
405,0.225,0.0
405,0.25,0.0634765625
405,0.275,0.626953125
405,0.3,0.861328125
406,0.2,0.0
406,0.225,0.0009765625
406,0.25,0.017578125
406,0.275,0.7373046875
406,0.3,0.8701171875
407,0.2,0.0
407,0.225,0.0
407,0.25,0.0078125
407,0.275,0.6962890625
407,0.3,0.875
408,0.2,0.0
408,0.225,0.0
408,0.25,0.0263671875
408,0.275,0.689453125
408,0.3,0.8857421875
409,0.2,0.0
409,0.225,0.0029296875
409,0.25,0.0556640625
409,0.275,0.666015625
409,0.3,0.8720703125
410,0.2,0.0
410,0.225,0.0078125
410,0.25,0.015625
410,0.275,0.7314453125
410,0.3,0.8583984375
411,0.2,0.0
411,0.225,0.0
411,0.25,0.0146484375
411,0.275,0.748046875
411,0.3,0.8662109375
412,0.2,0.0
412,0.225,0.0
412,0.25,0.015625
412,0.275,0.69140625
412,0.3,0.865234375
413,0.2,0.0
413,0.225,0.0
413,0.25,0.015625
413,0.275,0.71484375
413,0.3,0.88671875
414,0.2,0.0
414,0.225,0.0068359375
414,0.25,0.0146484375
414,0.275,0.7294921875
414,0.3,0.8671875
415,0.2,0.0
415,0.225,0.0
415,0.25,0.01171875
415,0.275,0.68359375
415,0.3,0.8681640625
416,0.2,0.0
416,0.225,0.0
416,0.25,0.01953125
416,0.275,0.6943359375
416,0.3,0.8623046875
417,0.2,0.0
417,0.225,0.0
417,0.25,0.0791015625
417,0.275,0.6640625
417,0.3,0.884765625
418,0.2,0.0
418,0.225,0.0029296875
418,0.25,0.0029296875
418,0.275,0.634765625
418,0.3,0.8662109375
419,0.2,0.0
419,0.225,0.0
419,0.25,0.0244140625
419,0.275,0.6728515625
419,0.3,0.8701171875
420,0.2,0.0
420,0.225,0.0
420,0.25,0.03125
420,0.275,0.669921875
420,0.3,0.880859375
421,0.2,0.0
421,0.225,0.0
421,0.25,0.0
421,0.275,0.6943359375
421,0.3,0.849609375
422,0.2,0.0
422,0.225,0.0107421875
422,0.25,0.0263671875
422,0.275,0.6962890625
422,0.3,0.8671875
423,0.2,0.0
423,0.225,0.0
423,0.25,0.0341796875
423,0.275,0.6416015625
423,0.3,0.876953125
424,0.2,0.0009765625
424,0.225,0.0048828125
424,0.25,0.0185546875
424,0.275,0.708984375
424,0.3,0.8427734375
425,0.2,0.0
425,0.225,0.0
425,0.25,0.04296875
425,0.275,0.6787109375
425,0.3,0.865234375
426,0.2,0.0
426,0.225,0.0
426,0.25,0.0
426,0.275,0.736328125
426,0.3,0.873046875
427,0.2,0.0
427,0.225,0.0
427,0.25,0.0
427,0.275,0.7451171875
427,0.3,0.865234375
428,0.2,0.0
428,0.225,0.009765625
428,0.25,0.0234375
428,0.275,0.7041015625
428,0.3,0.875
429,0.2,0.0
429,0.225,0.0
429,0.25,0.0107421875
429,0.275,0.7001953125
429,0.3,0.8642578125
430,0.2,0.0029296875
430,0.225,0.0
430,0.25,0.0478515625
430,0.275,0.64453125
430,0.3,0.87109375
431,0.2,0.0
431,0.225,0.001953125
431,0.25,0.0234375
431,0.275,0.6806640625
431,0.3,0.888671875
432,0.2,0.0
432,0.225,0.0
432,0.25,0.0205078125
432,0.275,0.69140625
432,0.3,0.8671875
433,0.2,0.0
433,0.225,0.0
433,0.25,0.0439453125
433,0.275,0.7138671875
433,0.3,0.857421875
434,0.2,0.0
434,0.225,0.0
434,0.25,0.0
434,0.275,0.7109375
434,0.3,0.8623046875
435,0.2,0.0
435,0.225,0.0029296875
435,0.25,0.013671875
435,0.275,0.7255859375
435,0.3,0.873046875
436,0.2,0.001953125
436,0.225,0.0
436,0.25,0.015625
436,0.275,0.7080078125
436,0.3,0.869140625
437,0.2,0.0
437,0.225,0.0009765625
437,0.25,0.0
437,0.275,0.6943359375
437,0.3,0.86328125
438,0.2,0.0
438,0.225,0.001953125
438,0.25,0.01171875
438,0.275,0.6728515625
438,0.3,0.8671875
439,0.2,0.0009765625
439,0.225,0.0009765625
439,0.25,0.03125
439,0.275,0.697265625
439,0.3,0.8857421875
440,0.2,0.0
440,0.225,0.0
440,0.25,0.0283203125
440,0.275,0.705078125
440,0.3,0.87890625
441,0.2,0.0
441,0.225,0.0029296875
441,0.25,0.0146484375
441,0.275,0.7255859375
441,0.3,0.8798828125
442,0.2,0.0
442,0.225,0.0009765625
442,0.25,0.0283203125
442,0.275,0.732421875
442,0.3,0.8642578125
443,0.2,0.0
443,0.225,0.0
443,0.25,0.0
443,0.275,0.7158203125
443,0.3,0.8740234375
444,0.2,0.0
444,0.225,0.0
444,0.25,0.0029296875
444,0.275,0.744140625
444,0.3,0.8857421875
445,0.2,0.0
445,0.225,0.0
445,0.25,0.017578125
445,0.275,0.6826171875
445,0.3,0.865234375
446,0.2,0.0
446,0.225,0.0029296875
446,0.25,0.029296875
446,0.275,0.6484375
446,0.3,0.8759765625
447,0.2,0.0
447,0.225,0.0
447,0.25,0.0380859375
447,0.275,0.689453125
447,0.3,0.8681640625
448,0.2,0.0
448,0.225,0.0
448,0.25,0.009765625
448,0.275,0.67578125
448,0.3,0.8671875
449,0.2,0.0
449,0.225,0.0029296875
449,0.25,0.0322265625
449,0.275,0.66015625
449,0.3,0.8701171875
450,0.2,0.0
450,0.225,0.0
450,0.25,0.0146484375
450,0.275,0.7255859375
450,0.3,0.8583984375
451,0.2,0.0
451,0.225,0.0029296875
451,0.25,0.0166015625
451,0.275,0.6845703125
451,0.3,0.8740234375
452,0.2,0.0
452,0.225,0.0
452,0.25,0.0400390625
452,0.275,0.7216796875
452,0.3,0.873046875
453,0.2,0.0009765625
453,0.225,0.0
453,0.25,0.0498046875
453,0.275,0.75390625
453,0.3,0.8740234375
454,0.2,0.0
454,0.225,0.0
454,0.25,0.013671875
454,0.275,0.6845703125
454,0.3,0.8828125
455,0.2,0.0
455,0.225,0.0
455,0.25,0.02734375
455,0.275,0.609375
455,0.3,0.8798828125
456,0.2,0.0
456,0.225,0.0
456,0.25,0.0244140625
456,0.275,0.7255859375
456,0.3,0.8701171875
457,0.2,0.0
457,0.225,0.0048828125
457,0.25,0.0146484375
457,0.275,0.708984375
457,0.3,0.8828125
458,0.2,0.0
458,0.225,0.0
458,0.25,0.0166015625
458,0.275,0.6982421875
458,0.3,0.875
459,0.2,0.0
459,0.225,0.0029296875
459,0.25,0.005859375
459,0.275,0.69140625
459,0.3,0.8779296875
460,0.2,0.0
460,0.225,0.0048828125
460,0.25,0.015625
460,0.275,0.724609375
460,0.3,0.86328125
461,0.2,0.0
461,0.225,0.0
461,0.25,0.0
461,0.275,0.6240234375
461,0.3,0.8896484375
462,0.2,0.0
462,0.225,0.0
462,0.25,0.021484375
462,0.275,0.7119140625
462,0.3,0.876953125
463,0.2,0.0
463,0.225,0.0009765625
463,0.25,0.015625
463,0.275,0.65234375
463,0.3,0.8603515625
464,0.2,0.0
464,0.225,0.0
464,0.25,0.0166015625
464,0.275,0.650390625
464,0.3,0.875
465,0.2,0.0
465,0.225,0.0009765625
465,0.25,0.013671875
465,0.275,0.69140625
465,0.3,0.8525390625
466,0.2,0.0
466,0.225,0.0
466,0.25,0.0185546875
466,0.275,0.6845703125
466,0.3,0.8720703125
467,0.2,0.0
467,0.225,0.0048828125
467,0.25,0.0029296875
467,0.275,0.7001953125
467,0.3,0.865234375
468,0.2,0.0
468,0.225,0.0068359375
468,0.25,0.0048828125
468,0.275,0.6796875
468,0.3,0.86328125
469,0.2,0.0
469,0.225,0.001953125
469,0.25,0.0087890625
469,0.275,0.7080078125
469,0.3,0.86328125
470,0.2,0.0
470,0.225,0.0
470,0.25,0.017578125
470,0.275,0.7353515625
470,0.3,0.865234375
471,0.2,0.0
471,0.225,0.0029296875
471,0.25,0.0302734375
471,0.275,0.6943359375
471,0.3,0.8525390625
472,0.2,0.0
472,0.225,0.0
472,0.25,0.0087890625
472,0.275,0.7080078125
472,0.3,0.8740234375
473,0.2,0.0
473,0.225,0.0048828125
473,0.25,0.0
473,0.275,0.685546875
473,0.3,0.8798828125
474,0.2,0.0
474,0.225,0.0
474,0.25,0.0
474,0.275,0.7265625
474,0.3,0.8603515625
475,0.2,0.0
475,0.225,0.0
475,0.25,0.005859375
475,0.275,0.697265625
475,0.3,0.8779296875
476,0.2,0.0
476,0.225,0.0029296875
476,0.25,0.0185546875
476,0.275,0.6435546875
476,0.3,0.8623046875
477,0.2,0.0
477,0.225,0.0
477,0.25,0.0
477,0.275,0.6611328125
477,0.3,0.8720703125
478,0.2,0.0
478,0.225,0.0
478,0.25,0.0
478,0.275,0.580078125
478,0.3,0.861328125
479,0.2,0.0
479,0.225,0.0009765625
479,0.25,0.0283203125
479,0.275,0.6865234375
479,0.3,0.8798828125
480,0.2,0.001953125
480,0.225,0.0
480,0.25,0.009765625
480,0.275,0.7021484375
480,0.3,0.87890625
481,0.2,0.001953125
481,0.225,0.0
481,0.25,0.0361328125
