Run,Pe,FER
97,0.3,0.8818359375
98,0.2,0.0
98,0.225,0.0
98,0.25,0.0283203125
98,0.275,0.7216796875
98,0.3,0.892578125
99,0.2,0.0
99,0.225,0.0
99,0.25,0.0
99,0.275,0.63671875
99,0.3,0.873046875
100,0.2,0.0
100,0.225,0.0
100,0.25,0.0068359375
100,0.275,0.6728515625
100,0.3,0.86328125
101,0.2,0.0
101,0.225,0.0048828125
101,0.25,0.0126953125
101,0.275,0.71484375
101,0.3,0.873046875
102,0.2,0.0
102,0.225,0.0
102,0.25,0.03125
102,0.275,0.71875
102,0.3,0.85546875
103,0.2,0.0009765625
103,0.225,0.0
103,0.25,0.0048828125
103,0.275,0.693359375
103,0.3,0.85546875
104,0.2,0.0
104,0.225,0.0
104,0.25,0.0234375
104,0.275,0.6865234375
104,0.3,0.87890625
105,0.2,0.0
105,0.225,0.0
105,0.25,0.0078125
105,0.275,0.7265625
105,0.3,0.876953125
106,0.2,0.0
106,0.225,0.0
106,0.25,0.005859375
106,0.275,0.7197265625
106,0.3,0.8544921875
107,0.2,0.0
107,0.225,0.0
107,0.25,0.01953125
107,0.275,0.720703125
107,0.3,0.8642578125
108,0.2,0.0
108,0.225,0.0
108,0.25,0.0078125
108,0.275,0.6494140625
108,0.3,0.8681640625
109,0.2,0.0
109,0.225,0.001953125
109,0.25,0.0
109,0.275,0.6845703125
109,0.3,0.8779296875
110,0.2,0.0
110,0.225,0.0
110,0.25,0.01171875
110,0.275,0.654296875
110,0.3,0.8798828125
111,0.2,0.0029296875
111,0.225,0.0
111,0.25,0.01171875
111,0.275,0.7060546875
111,0.3,0.859375
112,0.2,0.0
112,0.225,0.001953125
112,0.25,0.017578125
112,0.275,0.677734375
112,0.3,0.8798828125
113,0.2,0.0009765625
113,0.225,0.001953125
113,0.25,0.0234375
113,0.275,0.6103515625
113,0.3,0.85546875
114,0.2,0.0
114,0.225,0.0009765625
114,0.25,0.0205078125
114,0.275,0.7021484375
114,0.3,0.869140625
115,0.2,0.0
115,0.225,0.00390625
115,0.25,0.015625
115,0.275,0.7197265625
115,0.3,0.8798828125
116,0.2,0.0
116,0.225,0.0048828125
116,0.25,0.025390625
116,0.275,0.6806640625
116,0.3,0.8828125
117,0.2,0.0
117,0.225,0.0
117,0.25,0.0068359375
117,0.275,0.65234375
117,0.3,0.8662109375
118,0.2,0.001953125
118,0.225,0.0
118,0.25,0.0390625
118,0.275,0.6669921875
118,0.3,0.890625
119,0.2,0.0
119,0.225,0.0029296875
119,0.25,0.0048828125
119,0.275,0.6875
119,0.3,0.8720703125
120,0.2,0.0
120,0.225,0.0
120,0.25,0.0224609375
120,0.275,0.703125
120,0.3,0.8759765625
121,0.2,0.0
121,0.225,0.0
121,0.25,0.0
121,0.275,0.73828125
121,0.3,0.8681640625
122,0.2,0.0
122,0.225,0.0029296875
122,0.25,0.0634765625
122,0.275,0.7021484375
122,0.3,0.8828125
123,0.2,0.0
123,0.225,0.0
123,0.25,0.0
123,0.275,0.697265625
123,0.3,0.8759765625
124,0.2,0.0
124,0.225,0.0
124,0.25,0.01171875
124,0.275,0.7392578125
124,0.3,0.873046875
125,0.2,0.0
125,0.225,0.0
125,0.25,0.0
125,0.275,0.6953125
125,0.3,0.8818359375
126,0.2,0.001953125
126,0.225,0.0
126,0.25,0.0087890625
126,0.275,0.7236328125
126,0.3,0.8671875
127,0.2,0.0
127,0.225,0.0
127,0.25,0.0234375
127,0.275,0.650390625
127,0.3,0.86328125
128,0.2,0.0
128,0.225,0.001953125
128,0.25,0.0087890625
128,0.275,0.6953125
128,0.3,0.853515625
129,0.2,0.0
129,0.225,0.001953125
129,0.25,0.0224609375
129,0.275,0.671875
129,0.3,0.87890625
130,0.2,0.0
130,0.225,0.0
130,0.25,0.0263671875
130,0.275,0.7255859375
130,0.3,0.865234375
131,0.2,0.0
131,0.225,0.0009765625
131,0.25,0.0
131,0.275,0.7412109375
131,0.3,0.8837890625
132,0.2,0.0
132,0.225,0.0
132,0.25,0.025390625
132,0.275,0.7138671875
132,0.3,0.880859375
133,0.2,0.0029296875
133,0.225,0.0
133,0.25,0.01171875
133,0.275,0.6845703125
133,0.3,0.865234375
134,0.2,0.0
134,0.225,0.0
134,0.25,0.0439453125
134,0.275,0.65625
134,0.3,0.8720703125
135,0.2,0.0
135,0.225,0.0009765625
135,0.25,0.025390625
135,0.275,0.689453125
135,0.3,0.865234375
136,0.2,0.0
136,0.225,0.0
136,0.25,0.0263671875
136,0.275,0.6806640625
136,0.3,0.8779296875
137,0.2,0.0
137,0.225,0.001953125
137,0.25,0.0068359375
137,0.275,0.7060546875
137,0.3,0.8955078125
138,0.2,0.0
138,0.225,0.0
138,0.25,0.0078125
138,0.275,0.7333984375
138,0.3,0.8583984375
139,0.2,0.0
139,0.225,0.0
139,0.25,0.0068359375
139,0.275,0.7177734375
139,0.3,0.884765625
140,0.2,0.0
140,0.225,0.0
140,0.25,0.0458984375
140,0.275,0.654296875
140,0.3,0.8427734375
141,0.2,0.0
141,0.225,0.001953125
141,0.25,0.0126953125
141,0.275,0.63671875
141,0.3,0.853515625
142,0.2,0.0
142,0.225,0.005859375
142,0.25,0.02734375
142,0.275,0.6943359375
142,0.3,0.8583984375
143,0.2,0.0
143,0.225,0.0
143,0.25,0.01953125
143,0.275,0.732421875
143,0.3,0.8671875
144,0.2,0.0
144,0.225,0.0009765625
144,0.25,0.0
144,0.275,0.6474609375
144,0.3,0.875
145,0.2,0.0
145,0.225,0.0
145,0.25,0.0048828125
145,0.275,0.6962890625
145,0.3,0.8515625
146,0.2,0.0
146,0.225,0.0029296875
146,0.25,0.0
146,0.275,0.6923828125
146,0.3,0.8740234375
147,0.2,0.0
147,0.225,0.0
147,0.25,0.009765625
147,0.275,0.69921875
147,0.3,0.85546875
148,0.2,0.0029296875
148,0.225,0.0
148,0.25,0.0244140625
148,0.275,0.62109375
148,0.3,0.849609375
149,0.2,0.0
149,0.225,0.0
149,0.25,0.021484375
149,0.275,0.732421875
149,0.3,0.88671875
150,0.2,0.0
150,0.225,0.0
150,0.25,0.0517578125
150,0.275,0.7216796875
150,0.3,0.869140625
151,0.2,0.0
151,0.225,0.0
151,0.25,0.0224609375
151,0.275,0.6923828125
151,0.3,0.873046875
152,0.2,0.0
152,0.225,0.0
152,0.25,0.0234375
152,0.275,0.705078125
152,0.3,0.853515625
153,0.2,0.0
153,0.225,0.001953125
153,0.25,0.0380859375
153,0.275,0.5791015625
153,0.3,0.857421875
154,0.2,0.0
154,0.225,0.0
154,0.25,0.013671875
154,0.275,0.6171875
154,0.3,0.880859375
155,0.2,0.0009765625
155,0.225,0.001953125
155,0.25,0.0546875
155,0.275,0.75390625
155,0.3,0.87109375
156,0.2,0.0
156,0.225,0.0
156,0.25,0.021484375
156,0.275,0.6474609375
156,0.3,0.876953125
157,0.2,0.0
157,0.225,0.0
157,0.25,0.0126953125
157,0.275,0.6884765625
157,0.3,0.875
158,0.2,0.0
158,0.225,0.0
158,0.25,0.0078125
158,0.275,0.7255859375
158,0.3,0.861328125
159,0.2,0.0
159,0.225,0.0029296875
159,0.25,0.0400390625
159,0.275,0.6640625
159,0.3,0.876953125
160,0.2,0.0
160,0.225,0.0
160,0.25,0.0146484375
160,0.275,0.6533203125
160,0.3,0.8779296875
161,0.2,0.0
161,0.225,0.0078125
161,0.25,0.005859375
161,0.275,0.697265625
161,0.3,0.8408203125
162,0.2,0.0
162,0.225,0.009765625
162,0.25,0.0166015625
162,0.275,0.6904296875
162,0.3,0.865234375
163,0.2,0.0
163,0.225,0.0048828125
163,0.25,0.0029296875
163,0.275,0.705078125
163,0.3,0.8701171875
164,0.2,0.0
164,0.225,0.001953125
164,0.25,0.009765625
164,0.275,0.6728515625
164,0.3,0.8818359375
165,0.2,0.0
165,0.225,0.0
165,0.25,0.005859375
165,0.275,0.6865234375
165,0.3,0.876953125
166,0.2,0.0
166,0.225,0.0
166,0.25,0.0126953125
166,0.275,0.6923828125
166,0.3,0.87109375
167,0.2,0.0
167,0.225,0.0
167,0.25,0.0224609375
167,0.275,0.7236328125
167,0.3,0.8759765625
168,0.2,0.0
168,0.225,0.0
168,0.25,0.00390625
168,0.275,0.7060546875
168,0.3,0.8876953125
169,0.2,0.0
169,0.225,0.0
169,0.25,0.013671875
169,0.275,0.662109375
169,0.3,0.8681640625
170,0.2,0.0
170,0.225,0.0
170,0.25,0.0126953125
170,0.275,0.697265625
170,0.3,0.859375
171,0.2,0.0
171,0.225,0.0048828125
171,0.25,0.0146484375
171,0.275,0.7177734375
171,0.3,0.876953125
172,0.2,0.0
172,0.225,0.0
172,0.25,0.029296875
172,0.275,0.67578125
172,0.3,0.873046875
173,0.2,0.0009765625
173,0.225,0.0009765625
173,0.25,0.03125
173,0.275,0.69140625
173,0.3,0.875
174,0.2,0.0
174,0.225,0.0
174,0.25,0.0048828125
174,0.275,0.7021484375
174,0.3,0.8505859375
175,0.2,0.0029296875
175,0.225,0.0009765625
175,0.25,0.0
175,0.275,0.6767578125
175,0.3,0.8623046875
176,0.2,0.0
176,0.225,0.0
176,0.25,0.0048828125
176,0.275,0.6591796875
176,0.3,0.861328125
177,0.2,0.0
177,0.225,0.0009765625
177,0.25,0.0068359375
177,0.275,0.6806640625
177,0.3,0.859375
178,0.2,0.0
178,0.225,0.0087890625
178,0.25,0.0107421875
178,0.275,0.740234375
178,0.3,0.8798828125
179,0.2,0.0
179,0.225,0.0
179,0.25,0.0
179,0.275,0.7041015625
179,0.3,0.8564453125
180,0.2,0.0
180,0.225,0.0
180,0.25,0.046875
180,0.275,0.66796875
180,0.3,0.8544921875
181,0.2,0.0
181,0.225,0.0
181,0.25,0.0078125
181,0.275,0.658203125
181,0.3,0.884765625
182,0.2,0.00390625
182,0.225,0.001953125
182,0.25,0.0361328125
182,0.275,0.685546875
182,0.3,0.869140625
183,0.2,0.0
183,0.225,0.0
183,0.25,0.03125
183,0.275,0.681640625
183,0.3,0.8642578125
184,0.2,0.0
184,0.225,0.0
184,0.25,0.0
184,0.275,0.662109375
184,0.3,0.8759765625
185,0.2,0.0
185,0.225,0.001953125
185,0.25,0.033203125
185,0.275,0.716796875
185,0.3,0.8740234375
186,0.2,0.0
186,0.225,0.001953125
186,0.25,0.0166015625
186,0.275,0.7001953125
186,0.3,0.857421875
187,0.2,0.0
187,0.225,0.0
187,0.25,0.0
187,0.275,0.7158203125
187,0.3,0.8701171875
188,0.2,0.0
188,0.225,0.0
188,0.25,0.0166015625
188,0.275,0.685546875
188,0.3,0.87109375
189,0.2,0.001953125
189,0.225,0.00390625
189,0.25,0.03125
189,0.275,0.7490234375
189,0.3,0.8623046875
190,0.2,0.0
190,0.225,0.001953125
190,0.25,0.029296875
190,0.275,0.71484375
190,0.3,0.8779296875
191,0.2,0.0
191,0.225,0.0
191,0.25,0.0146484375
191,0.275,0.671875
191,0.3,0.85546875
192,0.2,0.0
192,0.225,0.0
192,0.25,0.0224609375
192,0.275,0.6865234375
192,0.3,0.861328125
193,0.2,0.0
193,0.225,0.0
193,0.25,0.0068359375
193,0.275,0.740234375
193,0.3,0.8583984375
194,0.2,0.0
194,0.225,0.0
194,0.25,0.01953125
194,0.275,0.72265625
194,0.3,0.86328125
195,0.2,0.0009765625
195,0.225,0.001953125
195,0.25,0.015625
195,0.275,0.673828125
195,0.3,0.86328125
196,0.2,0.0
196,0.225,0.0048828125
196,0.25,0.01953125
196,0.275,0.6953125
196,0.3,0.884765625
197,0.2,0.0
197,0.225,0.001953125
197,0.25,0.001953125
197,0.275,0.7060546875
197,0.3,0.8544921875
198,0.2,0.001953125
198,0.225,0.0
198,0.25,0.0068359375
198,0.275,0.66015625
198,0.3,0.8505859375
199,0.2,0.0
199,0.225,0.0
199,0.25,0.0
199,0.275,0.701171875
199,0.3,0.892578125
200,0.2,0.0
200,0.225,0.0
200,0.25,0.01171875
200,0.275,0.7099609375
200,0.3,0.8798828125
201,0.2,0.0029296875
201,0.225,0.0
201,0.25,0.017578125
201,0.275,0.71484375
201,0.3,0.8720703125
202,0.2,0.0009765625
202,0.225,0.0
202,0.25,0.0
202,0.275,0.751953125
202,0.3,0.8701171875
203,0.2,0.0
203,0.225,0.0
203,0.25,0.0029296875
203,0.275,0.7265625
203,0.3,0.8505859375
204,0.2,0.0
204,0.225,0.0029296875
204,0.25,0.0390625
204,0.275,0.7255859375
204,0.3,0.8544921875
205,0.2,0.0
205,0.225,0.0
205,0.25,0.0048828125
205,0.275,0.634765625
205,0.3,0.904296875
206,0.2,0.0
206,0.225,0.0
206,0.25,0.001953125
206,0.275,0.7236328125
206,0.3,0.8623046875
207,0.2,0.0
207,0.225,0.0078125
207,0.25,0.013671875
207,0.275,0.70703125
207,0.3,0.8583984375
208,0.2,0.0
208,0.225,0.0
208,0.25,0.001953125
208,0.275,0.7041015625
208,0.3,0.875
209,0.2,0.0
209,0.225,0.0
209,0.25,0.0234375
209,0.275,0.693359375
209,0.3,0.859375
210,0.2,0.0
210,0.225,0.0
210,0.25,0.013671875
210,0.275,0.673828125
210,0.3,0.869140625
211,0.2,0.0
211,0.225,0.001953125
211,0.25,0.0
211,0.275,0.6611328125
211,0.3,0.876953125
212,0.2,0.0
212,0.225,0.001953125
212,0.25,0.01953125
212,0.275,0.658203125
212,0.3,0.8662109375
213,0.2,0.0
213,0.225,0.0
213,0.25,0.021484375
213,0.275,0.7060546875
213,0.3,0.8671875
214,0.2,0.0
214,0.225,0.0
214,0.25,0.01953125
214,0.275,0.669921875
214,0.3,0.8662109375
215,0.2,0.0
215,0.225,0.0
215,0.25,0.015625
215,0.275,0.6513671875
215,0.3,0.853515625
216,0.2,0.0
216,0.225,0.0009765625
216,0.25,0.017578125
216,0.275,0.69921875
216,0.3,0.8681640625
217,0.2,0.0
217,0.225,0.0
217,0.25,0.00390625
217,0.275,0.6748046875
217,0.3,0.8701171875
218,0.2,0.00390625
218,0.225,0.0
218,0.25,0.00390625
218,0.275,0.6923828125
218,0.3,0.8759765625
219,0.2,0.0
219,0.225,0.00390625
219,0.25,0.013671875
219,0.275,0.732421875
219,0.3,0.861328125
220,0.2,0.0
220,0.225,0.0
220,0.25,0.01171875
220,0.275,0.7138671875
220,0.3,0.892578125
221,0.2,0.0
221,0.225,0.0
221,0.25,0.0048828125
221,0.275,0.658203125
221,0.3,0.8642578125
222,0.2,0.0
222,0.225,0.0
222,0.25,0.0224609375
222,0.275,0.6611328125
222,0.3,0.87109375
223,0.2,0.0
223,0.225,0.0
223,0.25,0.0068359375
223,0.275,0.7021484375
223,0.3,0.8857421875
224,0.2,0.0009765625
224,0.225,0.001953125
224,0.25,0.021484375
224,0.275,0.7099609375
224,0.3,0.8505859375
225,0.2,0.0
225,0.225,0.0
225,0.25,0.00390625
225,0.275,0.697265625
225,0.3,0.873046875
226,0.2,0.0
226,0.225,0.0009765625
226,0.25,0.009765625
226,0.275,0.646484375
226,0.3,0.8671875
227,0.2,0.0
227,0.225,0.001953125
227,0.25,0.033203125
227,0.275,0.68359375
227,0.3,0.86328125
228,0.2,0.0
228,0.225,0.0
228,0.25,0.0068359375
228,0.275,0.6845703125
228,0.3,0.87109375
229,0.2,0.0
229,0.225,0.0
229,0.25,0.0126953125
229,0.275,0.6875
229,0.3,0.857421875
230,0.2,0.0
230,0.225,0.0048828125
230,0.25,0.0087890625
230,0.275,0.7392578125
230,0.3,0.8603515625
231,0.2,0.0
231,0.225,0.0
231,0.25,0.00390625
231,0.275,0.6982421875
231,0.3,0.875
232,0.2,0.0
232,0.225,0.0
232,0.25,0.0185546875
232,0.275,0.7509765625
232,0.3,0.853515625
233,0.2,0.0
233,0.225,0.001953125
233,0.25,0.0087890625
233,0.275,0.69921875
233,0.3,0.861328125
234,0.2,0.0
234,0.225,0.0
234,0.25,0.0224609375
234,0.275,0.7158203125
234,0.3,0.865234375
235,0.2,0.0
235,0.225,0.001953125
235,0.25,0.0234375
235,0.275,0.71484375
235,0.3,0.8564453125
236,0.2,0.001953125
236,0.225,0.0
236,0.25,0.0263671875
236,0.275,0.6552734375
236,0.3,0.857421875
237,0.2,0.0029296875
237,0.225,0.0
237,0.25,0.0322265625
237,0.275,0.681640625
237,0.3,0.853515625
238,0.2,0.0
238,0.225,0.0
238,0.25,0.0693359375
238,0.275,0.65625
238,0.3,0.875
239,0.2,0.0
239,0.225,0.0
239,0.25,0.01171875
239,0.275,0.66796875
239,0.3,0.8544921875
240,0.2,0.0
240,0.225,0.0
240,0.25,0.00390625
240,0.275,0.7216796875
240,0.3,0.8681640625
241,0.2,0.0
241,0.225,0.01171875
241,0.25,0.00390625
241,0.275,0.6875
